id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kepemilikan,jumlah_faskes,satuan,tahun,jenis_rumah_sakit
580,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,SWASTA,5,UNIT,2022,Rumah Sakit Umum
581,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,ORGANISASI KEMASYARAKATAN,0,UNIT,2022,Rumah Sakit Umum
582,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KEMENKES,0,UNIT,2022,Rumah Sakit Umum
583,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PEM.PROV,0,UNIT,2022,Rumah Sakit Umum
584,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PEM.KAB/KOTA,3,UNIT,2022,Rumah Sakit Umum
585,32,JAWA BARAT,3203,KABUPATEN CIANJUR,TNI/POLRI,1,UNIT,2022,Rumah Sakit Umum
586,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BUMN,0,UNIT,2022,Rumah Sakit Umum
587,32,JAWA BARAT,3203,KABUPATEN CIANJUR,SWASTA,1,UNIT,2022,Rumah Sakit Umum
588,32,JAWA BARAT,3203,KABUPATEN CIANJUR,ORGANISASI KEMASYARAKATAN,0,UNIT,2022,Rumah Sakit Umum
589,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KEMENKES,0,UNIT,2022,Rumah Sakit Umum
590,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PEM.PROV,2,UNIT,2022,Rumah Sakit Umum
591,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PEM.KAB/KOTA,3,UNIT,2022,Rumah Sakit Umum
592,32,JAWA BARAT,3204,KABUPATEN BANDUNG,TNI/POLRI,1,UNIT,2022,Rumah Sakit Umum
593,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BUMN,0,UNIT,2022,Rumah Sakit Umum
594,32,JAWA BARAT,3204,KABUPATEN BANDUNG,SWASTA,5,UNIT,2022,Rumah Sakit Umum
595,32,JAWA BARAT,3204,KABUPATEN BANDUNG,ORGANISASI KEMASYARAKATAN,0,UNIT,2022,Rumah Sakit Umum
596,32,JAWA BARAT,3205,KABUPATEN GARUT,KEMENKES,0,UNIT,2022,Rumah Sakit Umum
597,32,JAWA BARAT,3205,KABUPATEN GARUT,PEM.PROV,1,UNIT,2022,Rumah Sakit Umum
598,32,JAWA BARAT,3205,KABUPATEN GARUT,PEM.KAB/KOTA,1,UNIT,2022,Rumah Sakit Umum
599,32,JAWA BARAT,3205,KABUPATEN GARUT,TNI/POLRI,1,UNIT,2022,Rumah Sakit Umum
600,32,JAWA BARAT,3205,KABUPATEN GARUT,BUMN,0,UNIT,2022,Rumah Sakit Umum
601,32,JAWA BARAT,3205,KABUPATEN GARUT,SWASTA,4,UNIT,2022,Rumah Sakit Umum
602,32,JAWA BARAT,3205,KABUPATEN GARUT,ORGANISASI KEMASYARAKATAN,0,UNIT,2022,Rumah Sakit Umum
603,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KEMENKES,0,UNIT,2022,Rumah Sakit Umum
604,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PEM.PROV,0,UNIT,2022,Rumah Sakit Umum
605,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PEM.KAB/KOTA,1,UNIT,2022,Rumah Sakit Umum
606,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,TNI/POLRI,0,UNIT,2022,Rumah Sakit Umum
607,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BUMN,0,UNIT,2022,Rumah Sakit Umum
608,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SWASTA,0,UNIT,2022,Rumah Sakit Umum
609,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,ORGANISASI KEMASYARAKATAN,0,UNIT,2022,Rumah Sakit Umum
610,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KEMENKES,0,UNIT,2022,Rumah Sakit Umum
611,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PEM.PROV,0,UNIT,2022,Rumah Sakit Umum
612,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PEM.KAB/KOTA,2,UNIT,2022,Rumah Sakit Umum
613,32,JAWA BARAT,3207,KABUPATEN CIAMIS,TNI/POLRI,0,UNIT,2022,Rumah Sakit Umum
614,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BUMN,0,UNIT,2022,Rumah Sakit Umum
615,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SWASTA,3,UNIT,2022,Rumah Sakit Umum
616,32,JAWA BARAT,3207,KABUPATEN CIAMIS,ORGANISASI KEMASYARAKATAN,0,UNIT,2022,Rumah Sakit Umum
617,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KEMENKES,0,UNIT,2022,Rumah Sakit Umum
618,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEM.PROV,0,UNIT,2022,Rumah Sakit Umum
619,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEM.KAB/KOTA,2,UNIT,2022,Rumah Sakit Umum
620,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,TNI/POLRI,0,UNIT,2022,Rumah Sakit Umum
621,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BUMN,0,UNIT,2022,Rumah Sakit Umum
622,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,SWASTA,2,UNIT,2022,Rumah Sakit Umum
623,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,ORGANISASI KEMASYARAKATAN,7,UNIT,2022,Rumah Sakit Umum
624,32,JAWA BARAT,3209,KABUPATEN CIREBON,KEMENKES,0,UNIT,2022,Rumah Sakit Umum
625,32,JAWA BARAT,3209,KABUPATEN CIREBON,PEM.PROV,0,UNIT,2022,Rumah Sakit Umum
626,32,JAWA BARAT,3209,KABUPATEN CIREBON,PEM.KAB/KOTA,2,UNIT,2022,Rumah Sakit Umum
627,32,JAWA BARAT,3209,KABUPATEN CIREBON,TNI/POLRI,0,UNIT,2022,Rumah Sakit Umum
628,32,JAWA BARAT,3209,KABUPATEN CIREBON,BUMN,0,UNIT,2022,Rumah Sakit Umum
629,32,JAWA BARAT,3209,KABUPATEN CIREBON,SWASTA,8,UNIT,2022,Rumah Sakit Umum
630,32,JAWA BARAT,3209,KABUPATEN CIREBON,ORGANISASI KEMASYARAKATAN,0,UNIT,2022,Rumah Sakit Umum
631,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KEMENKES,0,UNIT,2022,Rumah Sakit Umum
632,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEM.PROV,0,UNIT,2022,Rumah Sakit Umum
633,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEM.KAB/KOTA,2,UNIT,2022,Rumah Sakit Umum
634,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TNI/POLRI,0,UNIT,2022,Rumah Sakit Umum
635,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BUMN,0,UNIT,2022,Rumah Sakit Umum
636,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,SWASTA,1,UNIT,2022,Rumah Sakit Umum
637,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,ORGANISASI KEMASYARAKATAN,0,UNIT,2022,Rumah Sakit Umum
638,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KEMENKES,0,UNIT,2022,Rumah Sakit Umum
639,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PEM.PROV,0,UNIT,2022,Rumah Sakit Umum
640,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PEM.KAB/KOTA,1,UNIT,2022,Rumah Sakit Umum
641,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TNI/POLRI,0,UNIT,2022,Rumah Sakit Umum
642,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BUMN,0,UNIT,2022,Rumah Sakit Umum
643,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,SWASTA,2,UNIT,2022,Rumah Sakit Umum
644,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,ORGANISASI KEMASYARAKATAN,0,UNIT,2022,Rumah Sakit Umum
645,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KEMENKES,0,UNIT,2022,Rumah Sakit Umum
646,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PEM.PROV,0,UNIT,2022,Rumah Sakit Umum
647,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PEM.KAB/KOTA,3,UNIT,2022,Rumah Sakit Umum
648,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TNI/POLRI,1,UNIT,2022,Rumah Sakit Umum
649,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BUMN,1,UNIT,2022,Rumah Sakit Umum
650,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,SWASTA,5,UNIT,2022,Rumah Sakit Umum
651,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,ORGANISASI KEMASYARAKATAN,1,UNIT,2022,Rumah Sakit Umum
652,32,JAWA BARAT,3213,KABUPATEN SUBANG,KEMENKES,0,UNIT,2022,Rumah Sakit Umum
653,32,JAWA BARAT,3213,KABUPATEN SUBANG,PEM.PROV,0,UNIT,2022,Rumah Sakit Umum
654,32,JAWA BARAT,3213,KABUPATEN SUBANG,PEM.KAB/KOTA,1,UNIT,2022,Rumah Sakit Umum
655,32,JAWA BARAT,3213,KABUPATEN SUBANG,TNI/POLRI,1,UNIT,2022,Rumah Sakit Umum
656,32,JAWA BARAT,3213,KABUPATEN SUBANG,BUMN,1,UNIT,2022,Rumah Sakit Umum
657,32,JAWA BARAT,3213,KABUPATEN SUBANG,SWASTA,6,UNIT,2022,Rumah Sakit Umum
658,32,JAWA BARAT,3213,KABUPATEN SUBANG,ORGANISASI KEMASYARAKATAN,0,UNIT,2022,Rumah Sakit Umum
659,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KEMENKES,0,UNIT,2022,Rumah Sakit Umum
660,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEM.PROV,0,UNIT,2022,Rumah Sakit Umum
661,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEM.KAB/KOTA,1,UNIT,2022,Rumah Sakit Umum
662,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TNI/POLRI,0,UNIT,2022,Rumah Sakit Umum
663,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BUMN,0,UNIT,2022,Rumah Sakit Umum
664,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,SWASTA,8,UNIT,2022,Rumah Sakit Umum
665,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,ORGANISASI KEMASYARAKATAN,0,UNIT,2022,Rumah Sakit Umum
666,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KEMENKES,0,UNIT,2022,Rumah Sakit Umum
667,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEM.PROV,0,UNIT,2022,Rumah Sakit Umum
668,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEM.KAB/KOTA,1,UNIT,2022,Rumah Sakit Umum
669,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TNI/POLRI,0,UNIT,2022,Rumah Sakit Umum
670,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BUMN,0,UNIT,2022,Rumah Sakit Umum
671,32,JAWA BARAT,3215,KABUPATEN KARAWANG,SWASTA,19,UNIT,2022,Rumah Sakit Umum
672,32,JAWA BARAT,3215,KABUPATEN KARAWANG,ORGANISASI KEMASYARAKATAN,2,UNIT,2022,Rumah Sakit Umum
673,32,JAWA BARAT,3216,KABUPATEN BEKASI,KEMENKES,0,UNIT,2022,Rumah Sakit Umum
674,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEM.PROV,0,UNIT,2022,Rumah Sakit Umum
675,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEM.KAB/KOTA,2,UNIT,2022,Rumah Sakit Umum
676,32,JAWA BARAT,3216,KABUPATEN BEKASI,TNI/POLRI,0,UNIT,2022,Rumah Sakit Umum
677,32,JAWA BARAT,3216,KABUPATEN BEKASI,BUMN,0,UNIT,2022,Rumah Sakit Umum
678,32,JAWA BARAT,3216,KABUPATEN BEKASI,SWASTA,43,UNIT,2022,Rumah Sakit Umum
679,32,JAWA BARAT,3216,KABUPATEN BEKASI,ORGANISASI KEMASYARAKATAN,4,UNIT,2022,Rumah Sakit Umum
680,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KEMENKES,0,UNIT,2022,Rumah Sakit Umum
681,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEM.PROV,0,UNIT,2022,Rumah Sakit Umum
682,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEM.KAB/KOTA,3,UNIT,2022,Rumah Sakit Umum
683,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TNI/POLRI,0,UNIT,2022,Rumah Sakit Umum
684,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BUMN,0,UNIT,2022,Rumah Sakit Umum
685,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,SWASTA,3,UNIT,2022,Rumah Sakit Umum
686,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,ORGANISASI KEMASYARAKATAN,0,UNIT,2022,Rumah Sakit Umum
687,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KEMENKES,0,UNIT,2022,Rumah Sakit Umum
688,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEM.PROV,0,UNIT,2022,Rumah Sakit Umum
689,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEM.KAB/KOTA,1,UNIT,2022,Rumah Sakit Umum
690,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TNI/POLRI,0,UNIT,2022,Rumah Sakit Umum
691,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BUMN,0,UNIT,2022,Rumah Sakit Umum
692,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,SWASTA,0,UNIT,2022,Rumah Sakit Umum
693,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,ORGANISASI KEMASYARAKATAN,0,UNIT,2022,Rumah Sakit Umum
694,32,JAWA BARAT,3271,KOTA BOGOR,KEMENKES,0,UNIT,2022,Rumah Sakit Umum
695,32,JAWA BARAT,3271,KOTA BOGOR,PEM.PROV,0,UNIT,2022,Rumah Sakit Umum
696,32,JAWA BARAT,3271,KOTA BOGOR,PEM.KAB/KOTA,1,UNIT,2022,Rumah Sakit Umum
697,32,JAWA BARAT,3271,KOTA BOGOR,TNI/POLRI,2,UNIT,2022,Rumah Sakit Umum
698,32,JAWA BARAT,3271,KOTA BOGOR,BUMN,0,UNIT,2022,Rumah Sakit Umum
699,32,JAWA BARAT,3271,KOTA BOGOR,SWASTA,14,UNIT,2022,Rumah Sakit Umum
700,32,JAWA BARAT,3271,KOTA BOGOR,ORGANISASI KEMASYARAKATAN,0,UNIT,2022,Rumah Sakit Umum
701,32,JAWA BARAT,3272,KOTA SUKABUMI,KEMENKES,0,UNIT,2022,Rumah Sakit Umum
702,32,JAWA BARAT,3272,KOTA SUKABUMI,PEM.PROV,0,UNIT,2022,Rumah Sakit Umum
703,32,JAWA BARAT,3272,KOTA SUKABUMI,PEM.KAB/KOTA,2,UNIT,2022,Rumah Sakit Umum
704,32,JAWA BARAT,3272,KOTA SUKABUMI,TNI/POLRI,1,UNIT,2022,Rumah Sakit Umum
705,32,JAWA BARAT,3272,KOTA SUKABUMI,BUMN,0,UNIT,2022,Rumah Sakit Umum
706,32,JAWA BARAT,3272,KOTA SUKABUMI,SWASTA,3,UNIT,2022,Rumah Sakit Umum
707,32,JAWA BARAT,3272,KOTA SUKABUMI,ORGANISASI KEMASYARAKATAN,0,UNIT,2022,Rumah Sakit Umum
708,32,JAWA BARAT,3273,KOTA BANDUNG,KEMENKES,1,UNIT,2022,Rumah Sakit Umum
709,32,JAWA BARAT,3273,KOTA BANDUNG,PEM.PROV,0,UNIT,2022,Rumah Sakit Umum
710,32,JAWA BARAT,3273,KOTA BANDUNG,PEM.KAB/KOTA,2,UNIT,2022,Rumah Sakit Umum
711,32,JAWA BARAT,3273,KOTA BANDUNG,TNI/POLRI,3,UNIT,2022,Rumah Sakit Umum
712,32,JAWA BARAT,3273,KOTA BANDUNG,BUMN,0,UNIT,2022,Rumah Sakit Umum
713,32,JAWA BARAT,3273,KOTA BANDUNG,SWASTA,18,UNIT,2022,Rumah Sakit Umum
714,32,JAWA BARAT,3273,KOTA BANDUNG,ORGANISASI KEMASYARAKATAN,0,UNIT,2022,Rumah Sakit Umum
715,32,JAWA BARAT,3274,KOTA CIREBON,KEMENKES,0,UNIT,2022,Rumah Sakit Umum
716,32,JAWA BARAT,3274,KOTA CIREBON,PEM.PROV,0,UNIT,2022,Rumah Sakit Umum
717,32,JAWA BARAT,3274,KOTA CIREBON,PEM.KAB/KOTA,1,UNIT,2022,Rumah Sakit Umum
718,32,JAWA BARAT,3274,KOTA CIREBON,TNI/POLRI,1,UNIT,2022,Rumah Sakit Umum
719,32,JAWA BARAT,3274,KOTA CIREBON,BUMN,1,UNIT,2022,Rumah Sakit Umum
720,32,JAWA BARAT,3274,KOTA CIREBON,SWASTA,3,UNIT,2022,Rumah Sakit Umum
721,32,JAWA BARAT,3274,KOTA CIREBON,ORGANISASI KEMASYARAKATAN,4,UNIT,2022,Rumah Sakit Umum
722,32,JAWA BARAT,3275,KOTA BEKASI,KEMENKES,0,UNIT,2022,Rumah Sakit Umum
723,32,JAWA BARAT,3275,KOTA BEKASI,PEM.PROV,0,UNIT,2022,Rumah Sakit Umum
724,32,JAWA BARAT,3275,KOTA BEKASI,PEM.KAB/KOTA,5,UNIT,2022,Rumah Sakit Umum
725,32,JAWA BARAT,3275,KOTA BEKASI,TNI/POLRI,0,UNIT,2022,Rumah Sakit Umum
726,32,JAWA BARAT,3275,KOTA BEKASI,BUMN,0,UNIT,2022,Rumah Sakit Umum
727,32,JAWA BARAT,3275,KOTA BEKASI,SWASTA,32,UNIT,2022,Rumah Sakit Umum
728,32,JAWA BARAT,3275,KOTA BEKASI,ORGANISASI KEMASYARAKATAN,6,UNIT,2022,Rumah Sakit Umum
729,32,JAWA BARAT,3276,KOTA DEPOK,KEMENKES,1,UNIT,2022,Rumah Sakit Umum
730,32,JAWA BARAT,3276,KOTA DEPOK,PEM.PROV,0,UNIT,2022,Rumah Sakit Umum
731,32,JAWA BARAT,3276,KOTA DEPOK,PEM.KAB/KOTA,2,UNIT,2022,Rumah Sakit Umum
732,32,JAWA BARAT,3276,KOTA DEPOK,TNI/POLRI,1,UNIT,2022,Rumah Sakit Umum
733,32,JAWA BARAT,3276,KOTA DEPOK,BUMN,0,UNIT,2022,Rumah Sakit Umum
734,32,JAWA BARAT,3276,KOTA DEPOK,SWASTA,14,UNIT,2022,Rumah Sakit Umum
735,32,JAWA BARAT,3276,KOTA DEPOK,ORGANISASI KEMASYARAKATAN,4,UNIT,2022,Rumah Sakit Umum
736,32,JAWA BARAT,3277,KOTA CIMAHI,KEMENKES,0,UNIT,2022,Rumah Sakit Umum
737,32,JAWA BARAT,3277,KOTA CIMAHI,PEM.PROV,0,UNIT,2022,Rumah Sakit Umum
738,32,JAWA BARAT,3277,KOTA CIMAHI,PEM.KAB/KOTA,1,UNIT,2022,Rumah Sakit Umum
739,32,JAWA BARAT,3277,KOTA CIMAHI,TNI/POLRI,1,UNIT,2022,Rumah Sakit Umum
740,32,JAWA BARAT,3277,KOTA CIMAHI,BUMN,0,UNIT,2022,Rumah Sakit Umum
741,32,JAWA BARAT,3277,KOTA CIMAHI,SWASTA,3,UNIT,2022,Rumah Sakit Umum
742,32,JAWA BARAT,3277,KOTA CIMAHI,ORGANISASI KEMASYARAKATAN,2,UNIT,2022,Rumah Sakit Umum
743,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KEMENKES,0,UNIT,2022,Rumah Sakit Umum
744,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PEM.PROV,0,UNIT,2022,Rumah Sakit Umum
745,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PEM.KAB/KOTA,1,UNIT,2022,Rumah Sakit Umum
746,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TNI/POLRI,0,UNIT,2022,Rumah Sakit Umum
747,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BUMN,0,UNIT,2022,Rumah Sakit Umum
748,32,JAWA BARAT,3278,KOTA TASIKMALAYA,SWASTA,6,UNIT,2022,Rumah Sakit Umum
749,32,JAWA BARAT,3278,KOTA TASIKMALAYA,ORGANISASI KEMASYARAKATAN,1,UNIT,2022,Rumah Sakit Umum
750,32,JAWA BARAT,3279,KOTA BANJAR,KEMENKES,0,UNIT,2022,Rumah Sakit Umum
751,32,JAWA BARAT,3279,KOTA BANJAR,PEM.PROV,0,UNIT,2022,Rumah Sakit Umum
752,32,JAWA BARAT,3279,KOTA BANJAR,PEM.KAB/KOTA,2,UNIT,2022,Rumah Sakit Umum
753,32,JAWA BARAT,3279,KOTA BANJAR,TNI/POLRI,0,UNIT,2022,Rumah Sakit Umum
754,32,JAWA BARAT,3279,KOTA BANJAR,BUMN,0,UNIT,2022,Rumah Sakit Umum
755,32,JAWA BARAT,3279,KOTA BANJAR,SWASTA,2,UNIT,2022,Rumah Sakit Umum
756,32,JAWA BARAT,3279,KOTA BANJAR,ORGANISASI KEMASYARAKATAN,0,UNIT,2022,Rumah Sakit Umum
757,32,JAWA BARAT,3201,KABUPATEN BOGOR,KEMENKES,0,UNIT,2023,Rumah Sakit Umum
758,32,JAWA BARAT,3201,KABUPATEN BOGOR,PEM.PROV,0,UNIT,2023,Rumah Sakit Umum
759,32,JAWA BARAT,3201,KABUPATEN BOGOR,PEM.KAB/KOTA,4,UNIT,2023,Rumah Sakit Umum
760,32,JAWA BARAT,3201,KABUPATEN BOGOR,TNI/POLRI,1,UNIT,2023,Rumah Sakit Umum
761,32,JAWA BARAT,3201,KABUPATEN BOGOR,BUMN,0,UNIT,2023,Rumah Sakit Umum
762,32,JAWA BARAT,3201,KABUPATEN BOGOR,SWASTA,21,UNIT,2023,Rumah Sakit Umum
763,32,JAWA BARAT,3201,KABUPATEN BOGOR,ORGANISASI KEMASYARAKATAN,1,UNIT,2023,Rumah Sakit Umum
764,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KEMENKES,0,UNIT,2023,Rumah Sakit Umum
765,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PEM.PROV,1,UNIT,2023,Rumah Sakit Umum
766,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PEM.KAB/KOTA,3,UNIT,2023,Rumah Sakit Umum
767,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,TNI/POLRI,0,UNIT,2023,Rumah Sakit Umum
768,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BUMN,0,UNIT,2023,Rumah Sakit Umum
769,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,SWASTA,5,UNIT,2023,Rumah Sakit Umum
770,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,ORGANISASI KEMASYARAKATAN,0,UNIT,2023,Rumah Sakit Umum
771,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KEMENKES,0,UNIT,2023,Rumah Sakit Umum
772,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PEM.PROV,0,UNIT,2023,Rumah Sakit Umum
773,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PEM.KAB/KOTA,3,UNIT,2023,Rumah Sakit Umum
774,32,JAWA BARAT,3203,KABUPATEN CIANJUR,TNI/POLRI,1,UNIT,2023,Rumah Sakit Umum
775,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BUMN,0,UNIT,2023,Rumah Sakit Umum
776,32,JAWA BARAT,3203,KABUPATEN CIANJUR,SWASTA,1,UNIT,2023,Rumah Sakit Umum
777,32,JAWA BARAT,3203,KABUPATEN CIANJUR,ORGANISASI KEMASYARAKATAN,0,UNIT,2023,Rumah Sakit Umum
778,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KEMENKES,0,UNIT,2023,Rumah Sakit Umum
779,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PEM.PROV,2,UNIT,2023,Rumah Sakit Umum
780,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PEM.KAB/KOTA,3,UNIT,2023,Rumah Sakit Umum
781,32,JAWA BARAT,3204,KABUPATEN BANDUNG,TNI/POLRI,1,UNIT,2023,Rumah Sakit Umum
782,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BUMN,0,UNIT,2023,Rumah Sakit Umum
783,32,JAWA BARAT,3204,KABUPATEN BANDUNG,SWASTA,5,UNIT,2023,Rumah Sakit Umum
784,32,JAWA BARAT,3204,KABUPATEN BANDUNG,ORGANISASI KEMASYARAKATAN,0,UNIT,2023,Rumah Sakit Umum
785,32,JAWA BARAT,3205,KABUPATEN GARUT,KEMENKES,0,UNIT,2023,Rumah Sakit Umum
786,32,JAWA BARAT,3205,KABUPATEN GARUT,PEM.PROV,1,UNIT,2023,Rumah Sakit Umum
787,32,JAWA BARAT,3205,KABUPATEN GARUT,PEM.KAB/KOTA,1,UNIT,2023,Rumah Sakit Umum
788,32,JAWA BARAT,3205,KABUPATEN GARUT,TNI/POLRI,1,UNIT,2023,Rumah Sakit Umum
789,32,JAWA BARAT,3205,KABUPATEN GARUT,BUMN,0,UNIT,2023,Rumah Sakit Umum
790,32,JAWA BARAT,3205,KABUPATEN GARUT,SWASTA,4,UNIT,2023,Rumah Sakit Umum
791,32,JAWA BARAT,3205,KABUPATEN GARUT,ORGANISASI KEMASYARAKATAN,1,UNIT,2023,Rumah Sakit Umum
792,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KEMENKES,0,UNIT,2023,Rumah Sakit Umum
793,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PEM.PROV,0,UNIT,2023,Rumah Sakit Umum
794,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PEM.KAB/KOTA,1,UNIT,2023,Rumah Sakit Umum
795,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,TNI/POLRI,0,UNIT,2023,Rumah Sakit Umum
796,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BUMN,0,UNIT,2023,Rumah Sakit Umum
797,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,SWASTA,0,UNIT,2023,Rumah Sakit Umum
798,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,ORGANISASI KEMASYARAKATAN,0,UNIT,2023,Rumah Sakit Umum
799,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KEMENKES,0,UNIT,2023,Rumah Sakit Umum
800,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PEM.PROV,0,UNIT,2023,Rumah Sakit Umum
801,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PEM.KAB/KOTA,2,UNIT,2023,Rumah Sakit Umum
802,32,JAWA BARAT,3207,KABUPATEN CIAMIS,TNI/POLRI,0,UNIT,2023,Rumah Sakit Umum
803,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BUMN,0,UNIT,2023,Rumah Sakit Umum
804,32,JAWA BARAT,3207,KABUPATEN CIAMIS,SWASTA,1,UNIT,2023,Rumah Sakit Umum
805,32,JAWA BARAT,3207,KABUPATEN CIAMIS,ORGANISASI KEMASYARAKATAN,2,UNIT,2023,Rumah Sakit Umum
806,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KEMENKES,0,UNIT,2023,Rumah Sakit Umum
